AF-Q99720-F1-model_v6	AF-P02747-F1-model_v6	0.084	83	2.566E-02	35	3.318E-01	1.583E-01	1.481E-01	2.868E-01
AF-Q99720-F1-model_v6	AF-Q08431-F1-model_v6	0.084	118	5.899E-02	29	3.319E-01	1.703E-01	1.106E-01	2.486E-01
AF-Q99720-F1-model_v6	AF-P02745-F1-model_v6	0.115	104	1.257E-02	28	2.380E-01	1.323E-01	1.245E-01	2.151E-01
AF-Q99720-F1-model_v6	AF-P02746-F1-model_v6	0.088	90	2.279E-02	28	2.539E-01	1.328E-01	1.230E-01	2.340E-01
AF-Q99720-F1-model_v6	AF-P01023-F1-model_v6	0.125	72	6.750E-01	18	3.687E-01	1.475E-01	2.858E-02	2.417E-01
AF-Q99720-F1-model_v6	AF-P02751-F1-model_v6	0.101	178	1.223E+00	13	2.848E-01	1.608E-01	2.260E-02	2.457E-01
AF-Q99720-F1-model_v6	AF-P01009-F1-model_v6	0.066	105	1.462E+00	11	3.139E-01	8.256E-02	4.748E-02	1.964E-01
AF-Q99720-F1-model_v6	AF-P61769-F1-model_v6	0.081	135	4.452E-01	10	1.428E-01	7.318E-02	1.250E-01	1.785E-01
AF-Q99720-F1-model_v6	AF-P63261-F1-model_v6	0.102	98	1.747E+00	9	2.298E-01	8.905E-02	5.789E-02	1.809E-01
AF-Q99720-F1-model_v6	AF-P60709-F1-model_v6	0.102	98	2.216E+00	8	2.308E-01	8.923E-02	5.865E-02	1.817E-01
AF-Q99720-F1-model_v6	AF-P47929-F1-model_v6	0.105	133	3.783E+00	7	2.992E-01	1.530E-01	2.061E-01	2.049E-01
AF-Q99720-F1-model_v6	AF-P62736-F1-model_v6	0.086	92	2.352E+00	7	1.995E-01	9.186E-02	6.278E-02	1.684E-01
AF-Q99720-F1-model_v6	AF-P61981-F1-model_v6	0.200	40	9.191E+00	6	4.024E-01	1.195E-01	1.098E-01	3.257E-01
AF-Q99720-F1-model_v6	AF-P25311-F1-model_v6	0.138	101	2.496E+00	6	1.607E-01	8.582E-02	7.235E-02	1.948E-01
AF-Q99720-F1-model_v6	AF-P01011-F1-model_v6	0.033	59	4.798E+00	6	3.158E-01	8.481E-02	4.952E-02	1.527E-01
AF-Q99720-F1-model_v6	AF-P68104-F1-model_v6	0.065	215	2.216E+00	6	1.256E-01	7.946E-02	5.722E-02	1.709E-01
AF-Q99720-F1-model_v6	AF-P04264-F1-model_v6	0.229	61	1.033E+01	6	4.480E-01	1.304E-01	5.122E-02	4.488E-01
AF-Q99720-F1-model_v6	AF-Q15582-F1-model_v6	0.200	15	9.191E+00	6	5.467E-01	5.657E-02	1.957E-02	2.932E-01
AF-Q99720-F1-model_v6	AF-O00468-F1-model_v6	0.133	142	2.811E+00	6	1.747E-01	1.060E-01	2.310E-02	1.795E-01
AF-Q99720-F1-model_v6	AF-Q9Y287-F1-model_v6	0.000	32	5.732E+00	5	3.961E-01	8.266E-02	7.135E-02	1.410E-01
AF-Q99720-F1-model_v6	AF-P35052-F1-model_v6	0.317	41	6.846E+00	5	2.888E-01	8.723E-02	3.974E-02	2.209E-01
AF-Q99720-F1-model_v6	AF-P05231-F1-model_v6	0.068	29	1.377E+01	4	7.003E-01	1.085E-01	1.138E-01	3.297E-01
AF-Q99720-F1-model_v6	AF-P0DOX7-F1-model_v6	0.074	108	7.704E+00	4	2.259E-01	1.025E-01	1.093E-01	1.773E-01
AF-Q99720-F1-model_v6	AF-P63104-F1-model_v6	0.142	35	1.457E+01	4	6.522E-01	1.329E-01	1.221E-01	3.485E-01
AF-Q99720-F1-model_v6	AF-P06396-F1-model_v6	0.119	84	6.846E+00	4	1.752E-01	8.102E-02	3.504E-02	2.071E-01
AF-Q99720-F1-model_v6	AF-P46821-F1-model_v6	0.047	21	7.704E+00	4	3.029E-01	6.778E-02	7.304E-03	1.344E-01
AF-Q99720-F1-model_v6	AF-P61278-F1-model_v6	0.253	67	1.540E+01	3	3.917E-01	1.310E-01	2.346E-01	3.937E-01
AF-Q99720-F1-model_v6	AF-O14960-F1-model_v6	0.080	112	7.262E+00	3	1.440E-01	8.376E-02	1.096E-01	1.581E-01
AF-Q99720-F1-model_v6	AF-P18827-F1-model_v6	0.170	47	1.301E+01	3	3.180E-01	7.511E-02	5.541E-02	2.495E-01
AF-Q99720-F1-model_v6	AF-P06727-F1-model_v6	0.058	34	1.627E+01	3	5.959E-01	1.129E-01	6.984E-02	3.654E-01
AF-Q99720-F1-model_v6	AF-P10909-F1-model_v6	0.200	45	1.457E+01	3	5.437E-01	1.201E-01	6.397E-02	3.520E-01
AF-Q99720-F1-model_v6	AF-P10092-F1-model_v6	0.173	69	1.540E+01	2	3.473E-01	1.180E-01	1.821E-01	3.563E-01
AF-Q99720-F1-model_v6	AF-P69905-F1-model_v6	0.069	43	1.540E+01	2	3.975E-01	1.197E-01	1.685E-01	3.140E-01
AF-Q99720-F1-model_v6	AF-P68871-F1-model_v6	0.218	32	1.540E+01	2	4.723E-01	6.888E-02	9.644E-02	2.139E-01
AF-Q99720-F1-model_v6	AF-P00441-F1-model_v6	0.084	107	1.160E+01	2	2.175E-01	1.124E-01	1.457E-01	2.044E-01
AF-Q99720-F1-model_v6	AF-P34741-F1-model_v6	0.212	47	1.377E+01	2	3.172E-01	7.891E-02	8.585E-02	2.698E-01
AF-Q99720-F1-model_v6	AF-P62258-F1-model_v6	0.191	47	1.457E+01	2	3.382E-01	1.229E-01	1.115E-01	3.085E-01
AF-Q99720-F1-model_v6	AF-P02649-F1-model_v6	0.155	45	1.540E+01	2	3.439E-01	8.513E-02	6.696E-02	2.479E-01
AF-Q99720-F1-model_v6	AF-P0DJI8-F1-model_v6	0.162	43	1.457E+01	1	1.955E-01	5.370E-02	8.400E-02	2.473E-01
AF-Q99720-F1-model_v6	AF-P0DJI9-F1-model_v6	0.217	46	1.810E+01	1	2.045E-01	5.250E-02	8.450E-02	2.549E-01
AF-Q99720-F1-model_v6	AF-P61626-F1-model_v6	0.380	21	1.905E+01	1	5.513E-01	6.871E-02	1.004E-01	1.891E-01
AF-Q99720-F1-model_v6	AF-P01160-F1-model_v6	0.173	69	1.717E+01	1	2.924E-01	8.166E-02	1.085E-01	3.063E-01
AF-Q99720-F1-model_v6	AF-P02748-F1-model_v6	0.049	61	1.540E+01	1	2.973E-01	9.537E-02	4.298E-02	1.892E-01
AF-Q99720-F1-model_v6	AF-P02768-F1-model_v6	0.177	45	1.810E+01	1	4.114E-01	1.205E-01	5.216E-02	2.803E-01
AF-Q99720-F1-model_v6	AF-P02788-F1-model_v6	0.131	145	1.457E+01	1	1.782E-01	1.182E-01	5.213E-02	2.186E-01
AF-Q99720-F1-model_v6	AF-Q9Y6H5-F1-model_v6	0.184	38	2.003E+01	1	4.426E-01	1.135E-01	3.319E-02	2.546E-01
AF-Q99720-F1-model_v6	AF-P01024-F1-model_v6	0.067	59	2.003E+01	1	5.369E-01	1.653E-01	2.706E-02	3.556E-01
AF-Q99720-F1-model_v6	AF-P10997-F1-model_v6	0.183	60	2.486E+01	0	4.014E-01	8.934E-02	2.228E-01	3.949E-01
AF-Q99720-F1-model_v6	AF-P02652-F1-model_v6	0.159	44	2.299E+01	0	4.056E-01	1.066E-01	2.102E-01	3.025E-01
AF-Q99720-F1-model_v6	AF-P01308-F1-model_v6	0.388	18	2.201E+01	0	6.783E-01	6.853E-02	1.365E-01	3.718E-01
AF-Q99720-F1-model_v6	AF-P81605-F1-model_v6	0.156	32	2.299E+01	0	6.623E-01	1.148E-01	2.151E-01	5.693E-01
AF-Q99720-F1-model_v6	AF-Q9GZZ8-F1-model_v6	0.084	59	2.102E+01	0	4.307E-01	1.005E-01	1.609E-01	4.143E-01
